userName,score,at,content
Deddy Adityaalwi,5,2026-05-09 08:40:30,sangat membantu
Samsuddin Udin,5,2026-05-09 08:39:44,terbaik
Bujang Darmawan,1,2026-05-09 08:39:23,"saya kecewa,2 kali barang pesanan saja di translate,ini saja di suruh nunggu ke 3 kali,saya udah malas,ngak bakalan barangnya saya ambil,lebih baik saya pakai jasa pengiriman yg lain"
sams loky,5,2026-05-09 08:38:05,update terbaru orderan tidak bisa langsung di nilai sebelum masa tenggang habis
temen gue,1,2026-05-09 08:33:41,iklan di tik tok suka ngeselin
Rita Ratu,5,2026-05-09 08:33:38,baguus
Note 13,1,2026-05-09 08:32:10,tolol shoope gk guna paket lama dtng pelayanan cs jg gk guna udh laporan tpi msih ga ada perubahan
Irham Ariansyah,5,2026-05-09 08:31:39,respon nya cpat sy suka
Andy Faradian,5,2026-05-09 08:30:43,soal harga terbaikkk
Komang Setiawati,4,2026-05-09 08:28:31,aplikasi bgs
Khoiruddin Nasution,5,2026-05-09 08:28:13,ok
Dafid Sulfiyawan,1,2026-05-09 08:24:40,"aplikasinya keluar suara video terus, padahal browsing2 doang.. mengganggu, padahal awal nggak liat video"
Made Juniarta,5,2026-05-09 08:21:47,Solusi Belanja Online 😎
Andre Tamarinduz,1,2026-05-09 08:21:17,sudah 2 minggu saldo gak bisa di tarik. verif di gagalin trus sama sistem. CS dihubungi gak bisa menyelsaikan. cuma bisa nyuruh2 yg gek jelas. kalo sekedar saran2 upload kita juga tau. yang jadi masalah sudah sesuai masih di tolak NPWP kenapa??? format sudah terbaru.
Rhuzz Lee,4,2026-05-09 08:21:11,fitur cod hilang
Saeful Rohman,5,2026-05-09 08:17:02,luarbiasa
Anggun Rembulan,5,2026-05-09 08:16:50,cepat dan nyaman
Doni eka Syahputra,5,2026-05-09 08:16:26,mantap
Briza Azis,5,2026-05-09 08:14:57,puas
Gilang Ramadhan,5,2026-05-09 08:14:06,sangat baik dan mudah walaupun untuk pemula seperti saya
Pengguna Google,5,2026-05-09 08:14:01,shopee smakin terdepan..💥💥💥💥💥
Rachelin Celin,1,2026-05-09 08:11:51,jelek banget pengiriman lama banget udah ditanya tanya ga di jawab sama shopee nya Jangan ada yang dong download.
mbahtur chanel,5,2026-05-09 08:11:08,shoope luar biasa mudahnya
Pahli Ana,1,2026-05-09 08:09:11,"pengiriman nya bermasalah, lama sekali. trus tiba tiba di kembalikan ke penjual gara gara gak di kirim dan lewat estimasi. stuck di DC selama 11 hari sepertinya paket saya hilang"
Janu Budhi Santoso,1,2026-05-09 08:06:17,"peraturan komunitas shopee terlalu kejam, pengajuan banding tidak berlaku."
Realme Narzo,5,2026-05-09 08:03:08,q iku *
Mersi Hasim,5,2026-05-09 08:02:56,kw kw barangnya jangan di beli
Rasidiq Hendi,1,2026-05-09 07:59:18,"shopee curang katanya estimasi datang nya tgl 7 sampai sekarang tgl 9 ga nyampe² malah di ubah estimasi nya jadi tgl 10 sampe 11, ga dapet barangnya dan kompensasi, sangat tidak amanah"
Monica Syahda Salsabila,1,2026-05-09 07:57:11,"pengiriman lama banget, udah mana keburu dipakee, salah ruteee hadehhhhh"
Gilang Pramudya,5,2026-05-09 07:53:43,coba tolong shope pengiriman nya dipercepat udah platinum udah member vip gak pernah di prioritasin belanja di shope udah puluhan juta tapi pengiriman nya lama banget
Aisyah Lintang,5,2026-05-09 07:49:21,mantap
Resky Luasusun,5,2026-05-09 07:47:17,apk yg bagus untuk belanja onlain
Dwi Rahmawati,5,2026-05-09 07:46:49,baik
khoirul anam,5,2026-05-09 07:45:24,"utk team IT Shopee tlg dicek lg ya sejak naik versi srg ngeleg pd hal sinyal Wifi normal,sinyal data bagus.disaat buka aplikasi susah banget"
Desi_ Natalia24,5,2026-05-09 07:45:11,mantap
Ahmad Ramadhan,4,2026-05-09 07:38:38,aplikasi ini luar biasa
M Jaidan Aja,4,2026-05-09 07:35:23,Smoga lancar
Nurdin Syam,5,2026-05-09 07:35:14,Mantap
hary wahyu,5,2026-05-09 07:31:55,di uramakan klo order2 online
Viana revalina,1,2026-05-09 07:30:58,"pengiriman lama, nyangkut di bekasi ga kelar'"
nugraha cs,5,2026-05-09 07:28:31,bagus
Andrie Family,5,2026-05-09 07:25:58,okey
Nuip Dru,5,2026-05-09 07:23:57,mempermudah belanja online
Muhammad Fajri,2,2026-05-09 07:21:33,kenapa gk bisa COD...
rizky fadilah,1,2026-05-09 07:20:52,"apk lelet pengirimannya lama bngt saya sebagai seller rugi besar paket sering balik lagi karna keterlambatan pengiriman + biaya layanan ga kira"" udh mahal tapi nyampe ke pelanggannya lama banget"
Fadli pln259,5,2026-05-09 07:20:38,respon cepat
Al Bikalunjani,1,2026-05-09 07:16:08,"Untuk shopeenya udah bagus menurutku. Tapi untuk pengiriman spx amat sangat mengecewakan. Jauh dari kata professional. Order barang udah beberapa kali notif ""pembeli tidak dapat dihubungi/tidak ada ditempat"". Padahal WA aja nggak. Saya dirumah terus nunggu tuh paket. Harusnya diseleksi lagi kurir2 yg males nganter seperti ini. Dulu pengantaran pake selain SPX selalu sampai & tepat waktu. Malah sebelum estimasi udah sampe. Setelah pake SPX ini, bisa telat beberapa hari. Amat sangat mengecewakan!"
Heru Purnomo_Axis,5,2026-05-09 07:11:17,"Beli barang di shopee selalu sesuai ekspektasi, terima kasih shopee, kalian terbaik"
Igit Setya Nugraha,5,2026-05-09 07:07:55,good
Selviauliafebrianti 05,5,2026-05-09 07:01:55,best
Sibawaihi,4,2026-05-09 06:57:34,Belanja lebih mudah
Le mon,1,2026-05-09 06:56:43,benerin tu qris lu app ampas
Jefri Nisnoni,5,2026-05-09 06:56:01,kenapa logo 100% originalnya di hilangkan?
Nurma MalikSalman,5,2026-05-09 06:55:19,baru saja dicoba belanja di shopee ini masya Allah sangat puas dengan hasilnya🥰
VEBRI Kurniawan,5,2026-05-09 06:45:45,mantap jiwa
nobon cash,2,2026-05-09 06:44:24,"mohon bantuannya pihak terkait sy transfer ke akun shopee milik pribadi kok belum masuk masuk,nominal hampir 3juta pdhal di rekening sudah terpotong saldo... pengaduan ke cs TDK ada kelanjutan sudah 3 hari ini😥🙏🙏🙏"
IR CHANNEL,5,2026-05-09 06:44:01,"suka banget belanja online disini, serba mudah"
Muhamad Samudi,5,2026-05-09 06:41:30,mantap
Abi Hasan Abdillah,5,2026-05-09 06:41:13,bagus
Mpit,3,2026-05-09 06:39:19,ganggu orang main game trs
Miftahul Huda,5,2026-05-09 06:35:39,pusat belanja on line yg lengkap
Ari opo,5,2026-05-09 06:33:43,oke
Daffa Aliefan,1,2026-05-09 06:31:26,benci sering iklan digame normal
Diboe,5,2026-05-09 06:27:52,lihat bintang
ahmad resan,4,2026-05-09 06:25:47,5 🌟 nilai malaikat.
Rika Farhan,4,2026-05-09 06:24:41,lumayan cepat
Lerman Malau,5,2026-05-09 06:23:00,mudah mudahan selama saya belanja di syoopi saya merasa puas trimakasih shoopi
muhamad jailani,3,2026-05-09 06:20:14,"sy merasa makin ke sini olshop ini makin menyulitkan buyer untuk membeli sesuatu,diantaranya banyak item"" yg di kunci yg hrs verifikasi umur ketika mau beli dan hrs verifikasi umur melalui shopee pay, banyak yg sdh tdk bisa cod,dan sdh beberapa kali sy order tp di batalkan krn penjual memproses pesanan nya sangat lambat, tolonglah jgn persulit pembeli untuk membeli sesuatu, ingatlah pepatah pembeli adalah raja jd tolong hormatilah pembeli walaupun sekiranya hny membeli dg nominal yg tdk seberapa"
totok nur kholis,1,2026-05-09 06:17:32,"Spinjam tak kunjung bisa dicairkan, sudah lunas bertahun2"
titania almaidah,5,2026-05-09 06:17:07,puas
Rozikin Bilal,5,2026-05-09 06:14:34,sangat memuaskan dan membantu
Arif Budiyanto,5,2026-05-09 06:13:24,Mantap. Gratiss Ongkir nya Keren. dan Voucer nya Gilaaaaaa Banget.
Uthek Chanel,2,2026-05-09 06:13:22,Sebenarnya bermanfaat tapi semakin kesini aplikasi semakin sulit diakses. Lelet tak bisa jalan malahan keluar notifikasi yg telah lewat Minggu yg lalu dan sudah direview . Ini aplikasi apa sih? kok semakin semrawut 😭😭😭
Tur Mudzi,4,2026-05-09 06:12:57,shopee sangat berguna
Bastian Andi,5,2026-05-09 06:09:57,good mantap
Raswin Ali M,5,2026-05-09 06:09:45,barang sesuai pesanan
Batik Madrim,5,2026-05-09 06:06:08,"Makin Bagus, tapi seller yang Abal-abal tolong di blacklist dan dihapus saja... terima kasih banyak Shoope dan Kurir Pengiriman yang baik hati..."
MamahNy ZaZi,5,2026-05-09 06:04:42,"Keren hrgany bgus dbanding yg lain,lengkap qpa aja ada bsa gk si adminnya jgn bnyk²"
Fairuzsedih,1,2026-05-09 06:04:28,"aplikasi bagus buat shopping, tapi iklan nya di tiktok Ama apk lainnya g ngotak, jadi ana kasih bintang 1 aja 🗿"
Yosef Yosef,5,2026-05-09 06:02:53,pelayanan:baik
Ika Rostika,1,2026-05-09 06:01:20,"benci bgt sama iklan shopee, karena ga pencet apapun selalu ke aplikasi nya. ganggu tau ga."
Beta Hasdin,5,2026-05-09 05:57:55,"shopee mesih perluh melakukan peningkatan manajemen, krna kadang barang tdk sesuai dgn pesanan"
Andri Oppo,5,2026-05-09 05:55:36,"dengan ada nya aplikasi shopee saya belanja nya lebih mudah,mantap lah pokok nya"
Lusid Rahmah24,5,2026-05-09 05:41:07,Belanja lebih mudah dan banyak toko pilihan.
Rezza Pratama,4,2026-05-09 05:35:02,"Kak, ini gimana sih. katanya nyampe barangnya tanggal 7-8 tapi sampe sekarang gak nyampe nyampe. aku pesen dari Senin udah seminggu ini gak datang-datang paketnya. mau dibatalin gak bisa. pas udah proses pengiriman tiba-tiba pengirimannya di tunda udah berkali-kali kayak gini. sumpah udah seminggu gak datang-datang ni paket."
Abdul Ghofur,5,2026-05-09 05:34:25,bagus
Lilis Rosini,1,2026-05-09 05:34:15,sering llouding iklan shopie sangat menggangu di hpku
Mis Teries,4,2026-05-09 05:31:37,banyak barang palsu
Zaki Uranus,5,2026-05-09 05:25:54,bgus
Siti Fatonah,5,2026-05-09 05:23:53,Shopee belanja lebih mudah
Arsa Sitepu,1,2026-05-09 05:23:38,sering keluar keluar
bondan w kusumo,5,2026-05-09 05:12:50,"good price, apalagi kalau pas tanggal kembar"
Arfan Aisyah,5,2026-05-09 05:04:37,Sesuai dengan pesanan
Munawir Soleh,5,2026-05-09 05:03:34,aplikasi sangat bagus untuk belanja online
Muhammad Febriyadi,1,2026-05-09 05:02:53,gak bisa di donglowd
Asep Supriadi1830,3,2026-05-09 04:58:04,nomer ID Anda terdaftar di akun ini.. padahal sya blom pernah daftar shopee ga jelas
Indah Setiawan,3,2026-05-09 04:43:13,"untuk pecairan limite spinjam sekarang lama prosesnya,,, padahal saya bayar sebelum jatuh tempo juga udh saya bayar2in cicilannya."
Rudi Nugroho,1,2026-05-09 04:41:14,"Shopee makin merajalela ngambil kendali di hp ya?! lagi nonton drama, ga pernah mencet ads ataupun ada iklan shopee, eh tiba² ngebuka shopee"
Darma Yanti23,5,2026-05-09 04:22:42,belanja aman
Samara Khairatun,5,2026-05-09 04:15:29,maannnttaaappp
Cecep,1,2026-05-09 04:12:24,paket datang suka telat dan main rerur aja tanpa konfir masi ke pelanggan
Nadin Fitri Rahayu,5,2026-05-09 04:03:01,mantul banget aplikasi ne shopee nyaaa bisaa belanja tinggal tungguin di rmh gak ribet jugaaa
Wahyudi Ariqin,5,2026-05-09 03:54:27,Aplikasi yang bisa saya andalkan untuk berbelanja online utamanya.
Aty Formoza,5,2026-05-09 03:53:49,Bagus
Gina Eka wulandari,5,2026-05-09 03:50:48,semua kebutuhan saya beli dishopee
Fani 1234,5,2026-05-09 03:50:02,"saya senang dengan adanya shopee,memudahkan kita untuk berbelanja,ya walaupun terkadang ada juga datang barang yang dipesan tidak sesuai, tapi kita juga maklum,itu bukan kesalahan dari kurir,tugas kurir hanya mengantar barang,ya untuk kedepannya,semoga kedepannya lebih baik lagi"
Rizky Amelia,1,2026-05-09 03:43:51,"Spam iklan berkali² dr aplikasi game dan muncul sendiri tanpa di klik itu ganggu banget, ngiklan yg wajar aja shopee"
TotosHartanto,5,2026-05-09 03:43:11,belanja lewat shopee pilihanku
Rendi Asland,1,2026-05-09 03:16:19,pelayanan shopee untuk saat ini sangat mengecewakan paket stuk berhari hari tidak ada pergerakan lebih lanjut. tolonglah kedepanya lebih diperhatikan keluhan dan complain para costumer
irfan adinata002,5,2026-05-09 03:11:37,shope memang sangat menyenangkan sekali dapat belanja dengan mudah tanpa ribet😍😍😍😍😍
Aulia Firdaus,5,2026-05-09 03:10:09,seru sekali aku saja sampai beli kucing
Icha,1,2026-05-09 02:54:04,Jijik. Tiap kali buka aplikasi lain malah diarahkan ke shopee. Mana tiap kali buka langsung ke videonya terus. Aplikasi rese.
Muhammad Andriansyah,5,2026-05-09 02:49:48,Bagus
Muhammad Zayyin khuluqi,5,2026-05-09 02:27:40,kurang
Urip Trimurwani,5,2026-05-09 02:14:01,Oke 👍
Rizky Abdillah,1,2026-05-09 02:06:11,LAMAAAAAA BGTTTT PENGIRIMAN SHOPEEE SEKARANG KECEWA BURUQQQ
Keannu Akbar Putra Hidayat,3,2026-05-09 02:03:45,untuk Shopee sebenarnya kalian bagus tapi lebih awasi driver kalian makanan saya di ambil driver lalu untuk pengembalian dana cukup lama sebenarnya kalian bagus cuman perbaiki layanan udah itu aja
Nniee 89,5,2026-05-09 02:02:20,puas
Patimah08,1,2026-05-09 02:00:24,bisa cicing teu si sia shopee aing teh ker maca wp teu mncet nanaon tiba² langsung sa shopee jir ganggu nygo teu sih sia teh cicing ngajedog waktuna di buak jng cekout nh ke gh di cekout ulh ker maca wp tiba² beralih ka shopee pan ganggunv jingan sajam cuma bulak blik wp jng shopee doang ganggunf ajj ngajedog bisa kan bngke bngt
Leo Morphy,5,2026-05-09 01:59:25,ya lumayan lah walaupun kurir nya ke eek
Cyy Ci,1,2026-05-09 01:58:24,"STOP MUNCUL ANJIR, LGI BACA NOVEL TIBA' KEBUKA APK LO☺️"
Keisya Azzahra,1,2026-05-09 01:55:41,"loginnya susah x, ud verif nomer di wa tetepppp aja suruh verif email lg. rIBET sulit aneh."
dyla Kecil3131,5,2026-05-09 01:49:49,bgus.
REGA RENO,5,2026-05-09 01:47:55,Mantap bagus cuma paylater ja gak naik² ud 3 tahun
ariefbachtiaRP,5,2026-05-09 01:37:11,kenceng abis shoppee josjis
wanda sonia zakiyati,1,2026-05-09 01:34:08,Aplikasi busukkk..
Nabila Nabila,1,2026-05-09 01:33:18,"terlalu banyak endorse/iklan sampe nonton YouTube pun tidak tenang karna ada iklan shopee dilayar, sangat sekali mengganggu"
Sugi Yanto,5,2026-05-09 01:25:53,shope jaga percayan nasabah ya kirim cakep dan cepat saya suka shope
Doni Sofian,5,2026-05-09 01:23:10,membabtu
Nizar Kresna,5,2026-05-09 01:22:19,"Shopee adalah platform belanja terpercaya dan terbaik. Tampilan mudah dipakai, barang lengkap, harga bersaing, dan pengiriman aman. Program loyalitasnya sangat menguntungkan pengguna setia. Sangat direkomendasikan, pertahankan kualitasnya!"
Din Ss,5,2026-05-09 01:18:39,adanya aplikasi shopee ini. sangat membantu kebutuhan pinansial saya. terimakasih shopee. semoga selalu jaya. 🙏🏼
Dayat Ahmad,5,2026-05-09 01:12:30,mudah dan terpercaya
Lidya Meitri,5,2026-05-09 01:05:13,mantap semuanya lengkap
Rado Michael,1,2026-05-09 01:05:13,iklannya maksa banget untuk baitclick
Free Fire,5,2026-05-09 01:00:39,kerana lebih mudah kalau mau beli barang gak perlu keluar jauh²
Ika ratih,5,2026-05-09 01:00:13,bagus
Firda Salsabilah.S,1,2026-05-09 00:57:20,Makin marak seller penipuan tolong admin aplikasi oren ini lebih teliti lagi terkait seller
Ira Nurhayana,5,2026-05-09 00:55:47,barang datang sesuai kok sama pesanan
Rusdyanto Anto,5,2026-05-09 00:42:46,good
R-PIEY,5,2026-05-09 00:39:30,mantap
Abi Yasa,5,2026-05-09 00:38:59,okey wort it
IRWAN,1,2026-05-09 00:33:46,Makin kesini makin busuk ide tim UI nya. entah kemana fitur pesanan diterima nya dan juga riwayat transaksi shopeepay malah ga diprioritaskan dihalaman utama. bd
Sargo A,3,2026-05-09 00:31:50,"belanja makin pusing, udah kaya buka app medsos/video platform, tolong balikin ke marketplace"
Uki Doang,4,2026-05-09 00:31:33,trkadang trganggu dngan bbrpa kurir yg tidak amanah yg suka melebih2kan harga..knpa gk kya dulu sih harga trtera di barang nya biar gk ada pmbodohan trhadap pmbeli dan kurir pun tdak bsa brbohong soal harga
Sayyidinahmad,4,2026-05-09 00:30:38,membantu
Mira Noel,5,2026-05-09 00:27:08,Oke Nice
Baihaqi Fauzan. D,1,2026-05-09 00:26:46,banyak iklan dari aplikasi lain anjg nge ganggu
Symbol Symbol,2,2026-05-09 00:20:21,"payah Shopee, telat sekali aja langsung diblokir berbulan bulan ... gak liat histrori2 sebelumnya gk pernah telat, aplikasi sebelah krdtv* aja bisa dipake kok... sudah ke cs berkali kali pengajuan gk ada hasil. yasudahlah."
Andika Harry,5,2026-05-09 00:20:01,lo ngasih promo besar jangan penguna baru aja ya. biar kita sering belanja...
akham Luffy,5,2026-05-09 00:18:41,good
